Location,Sub-location,Pokemon,D,P,Pt,Method,Levels,Morning Rate,Day Rate,Night Rate
Oreburgh Gate,B1F,golbat,False,False,True,Cave,10,5%,5%,5%
Oreburgh Gate,B1F,psyduck,True,True,False,Cave,8-10,30%,30%,30%
Oreburgh Gate,B1F,psyduck,False,False,True,Cave,8-10,35%,35%,35%
Oreburgh Gate,B1F,geodude,True,True,False,Cave,7-9,10%,10%,10%
Oreburgh Gate,B1F,geodude,False,False,True,Cave,6-8,15%,15%,15%
Oreburgh Gate,B1F,zubat,True,True,False,Surfing,20-30,60%,60%,60%
Oreburgh Gate,B1F,zubat,False,False,True,Surfing,20-30,30%,30%,30%
Oreburgh Gate,B1F,golbat,True,True,True,Surfing,20-40,5%,5%,5%
Oreburgh Gate,B1F,psyduck,True,True,False,Surfing,20-30,30%,30%,30%
Oreburgh Gate,B1F,psyduck,False,False,True,Surfing,20-30,60%,60%,60%
Oreburgh Gate,B1F,golduck,True,True,True,Surfing,20-40,5%,5%,5%
Oreburgh Gate,B1F,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Oreburgh Gate,B1F,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Oreburgh Gate,B1F,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Oreburgh Gate,B1F,barboach,True,True,True,Fishing Good Rod,10-25,45%,45%,45%
Oreburgh Gate,B1F,gyarados,True,True,True,Fishing Super Rod,30-55,55%,55%,55%
Oreburgh Gate,B1F,whiscash,True,True,False,Fishing Super Rod,20-50,45%,45%,45%
Oreburgh Gate,B1F,whiscash,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Sendoff Spring,N/A,golbat,False,False,True,Grass,38,0%,0%,10%
Sendoff Spring,N/A,golduck,True,True,False,Grass,53-54,20%,20%,20%
Sendoff Spring,N/A,graveler,False,False,True,Grass,37-39,35%,35%,25%
Sendoff Spring,N/A,noctowl,True,True,False,Grass,53-54,0%,0%,20%
Sendoff Spring,N/A,dusclops,False,False,True,Grass,39-40,5%,5%,15%
Sendoff Spring,N/A,chimecho,True,True,False,Grass,52-54,10%,10%,10%
Sendoff Spring,N/A,staravia,True,True,False,Grass,52-54,25%,25%,5%
Sendoff Spring,N/A,staravia,False,False,True,Grass,"38, 40",20%,20%,10%
Sendoff Spring,N/A,bibarel,True,True,False,Grass,52-54,45%,45%,45%
Sendoff Spring,N/A,bibarel,False,False,True,Grass,37-38,30%,30%,30%
Sendoff Spring,N/A,chingling,False,False,True,Grass,37-39,10%,10%,10%
Sendoff Spring,N/A,golduck,True,True,False,Surfing,40-55,100%,100%,100%
Sendoff Spring,N/A,golduck,False,False,True,Surfing,20-40,100%,100%,100%
Sendoff Spring,N/A,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Sendoff Spring,N/A,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Sendoff Spring,N/A,goldeen,True,True,True,Fishing Good Rod,10-25,45%,45%,45%
Sendoff Spring,N/A,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Sendoff Spring,N/A,seaking,True,True,False,Fishing Super Rod,20-50,45%,45%,45%
Sendoff Spring,N/A,seaking,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Sendoff Spring,N/A,gyarados,True,True,True,Fishing Super Rod,30-55,55%,55%,55%
Sendoff Spring,N/A,lunatone,True,True,False,Dual-slot Sapphire,52,8%,8%,8%
Sendoff Spring,N/A,lunatone,False,False,True,Dual-slot Sapphire,39-40,8%,8%,8%
Sendoff Spring,N/A,solrock,True,True,False,Dual-slot Ruby,52,8%,8%,8%
Sendoff Spring,N/A,solrock,False,False,True,Dual-slot Ruby,39-40,8%,8%,8%
Turnback Cave,Before encountering a pillar,golbat,True,True,False,Cave,45-46,30%,30%,30%
Turnback Cave,Before encountering a pillar,golbat,False,False,True,Cave,17-18,25%,25%,25%
Turnback Cave,Before encountering a pillar,gastly,False,False,True,Cave,"15, 17",30%,30%,30%
Turnback Cave,Before encountering a pillar,gastly,False,False,True,Cave,16,10%,10%,0%
Turnback Cave,Before encountering a pillar,haunter,True,True,False,Cave,44-46,30%,30%,30%
Turnback Cave,Before encountering a pillar,duskull,False,False,True,Cave,18,5%,5%,5%
Turnback Cave,Before encountering a pillar,dusclops,False,False,True,Cave,16,0%,0%,10%
Turnback Cave,Before encountering a pillar,chingling,False,False,True,Cave,"16, 18",10%,10%,10%
Turnback Cave,Before encountering a pillar,bronzor,True,True,False,Cave,44,5%,5%,5%
Turnback Cave,Before encountering a pillar,bronzor,False,False,True,Cave,15,20%,20%,20%
Turnback Cave,Before encountering a pillar,bronzong,True,True,False,Cave,45-46,35%,35%,35%
Turnback Cave,Before encountering a pillar,lunatone,True,True,False,Dual-slot Sapphire,"44, 46",8%,8%,8%
Turnback Cave,Before encountering a pillar,lunatone,False,False,True,Dual-slot Sapphire,18,8%,8%,8%
Turnback Cave,Before encountering a pillar,solrock,True,True,False,Dual-slot Ruby,"44, 46",8%,8%,8%
Turnback Cave,Before encountering a pillar,solrock,False,False,True,Dual-slot Ruby,18,8%,8%,8%
Turnback Cave,Before encountering a pillar,dusclops,False,False,True,Dual-slot FRLG E,18,4%,4%,4%
Turnback Cave,Between first and second pillars,golbat,True,True,False,Cave,55-56,30%,30%,30%
Turnback Cave,Between first and second pillars,golbat,False,False,True,Cave,"25, 27",25%,25%,25%
Turnback Cave,Between first and second pillars,haunter,True,True,False,Cave,54-56,30%,30%,30%
Turnback Cave,Between first and second pillars,haunter,False,False,True,Cave,"25, 27",30%,30%,30%
Turnback Cave,Between first and second pillars,haunter,False,False,True,Cave,26,10%,10%,0%
Turnback Cave,Between first and second pillars,chimecho,False,False,True,Cave,28,1%,1%,1%
Turnback Cave,Between first and second pillars,duskull,False,False,True,Cave,28,4%,4%,4%
Turnback Cave,Between first and second pillars,dusclops,False,False,True,Cave,26,0%,0%,10%
Turnback Cave,Between first and second pillars,dusclops,False,False,True,Cave,28,1%,1%,1%
Turnback Cave,Between first and second pillars,chingling,False,False,True,Cave,"26, 28",9%,9%,9%
Turnback Cave,Between first and second pillars,bronzor,True,True,False,Cave,54,5%,5%,5%
Turnback Cave,Between first and second pillars,bronzor,False,False,True,Cave,25,20%,20%,20%
Turnback Cave,Between first and second pillars,bronzong,True,True,False,Cave,55-56,35%,35%,35%
Turnback Cave,Between first and second pillars,lunatone,True,True,False,Dual-slot Sapphire,"54, 56",8%,8%,8%
Turnback Cave,Between first and second pillars,lunatone,False,False,True,Dual-slot Sapphire,28,8%,8%,8%
Turnback Cave,Between first and second pillars,solrock,True,True,False,Dual-slot Ruby,"54, 56",8%,8%,8%
Turnback Cave,Between first and second pillars,solrock,False,False,True,Dual-slot Ruby,28,8%,8%,8%
Turnback Cave,Between first and second pillars,dusclops,False,False,True,Dual-slot FRLG E,28,4%,4%,4%
Turnback Cave,Between second and third pillars,golbat,True,True,False,Cave,65-66,30%,30%,30%
Turnback Cave,Between second and third pillars,golbat,False,False,True,Cave,37-38,25%,25%,25%
Turnback Cave,Between second and third pillars,haunter,True,True,False,Cave,64-66,30%,30%,30%
Turnback Cave,Between second and third pillars,haunter,False,False,True,Cave,"35, 37",30%,30%,30%
Turnback Cave,Between second and third pillars,haunter,False,False,True,Cave,36,10%,10%,0%
Turnback Cave,Between second and third pillars,dusclops,False,False,True,Cave,36,0%,0%,10%
Turnback Cave,Between second and third pillars,dusclops,False,False,True,Cave,38,5%,5%,5%
Turnback Cave,Between second and third pillars,chimecho,False,False,True,Cave,"36, 38",10%,10%,10%
Turnback Cave,Between second and third pillars,bronzor,True,True,False,Cave,64,5%,5%,5%
Turnback Cave,Between second and third pillars,bronzong,True,True,False,Cave,65-66,35%,35%,35%
Turnback Cave,Between second and third pillars,bronzong,False,False,True,Cave,35,20%,20%,20%
Turnback Cave,Between second and third pillars,lunatone,True,True,False,Dual-slot Sapphire,"64, 66",8%,8%,8%
Turnback Cave,Between second and third pillars,lunatone,False,False,True,Dual-slot Sapphire,38,8%,8%,8%
Turnback Cave,Between second and third pillars,solrock,True,True,False,Dual-slot Ruby,"64, 66",8%,8%,8%
Turnback Cave,Between second and third pillars,solrock,False,False,True,Dual-slot Ruby,38,8%,8%,8%
Turnback Cave,Giratina's room,giratina,True,True,False,Only one,70,One,One,One
Turnback Cave,Giratina's room,giratina_altered forme,False,False,True,Only one,47,One,One,One
Flower Paradise,N/A,shaymin_land forme,True,True,True,Event Oak's Letter,30,One,One,One
Snowpoint Temple,N/A,golbat,True,True,False,Cave,50-52,35%,35%,35%
Snowpoint Temple,N/A,golbat,False,False,True,Cave,47-50,80%,80%,80%
Snowpoint Temple,N/A,graveler,True,True,False,Cave,52,10%,10%,10%
Snowpoint Temple,N/A,onix,True,True,False,Cave,50-52,15%,15%,15%
Snowpoint Temple,N/A,steelix,True,True,False,Cave,52,5%,5%,5%
Snowpoint Temple,N/A,sneasel,True,True,False,Cave,50-52,35%,35%,35%
Snowpoint Temple,N/A,sneasel,False,False,True,Cave,49,10%,10%,10%
Snowpoint Temple,N/A,smoochum,False,False,True,Cave,"47, 49",10%,10%,10%
Snowpoint Temple,N/A,golbat,True,True,False,Cave,52-54,35%,35%,35%
Snowpoint Temple,N/A,golbat,False,False,True,Cave,47-50,80%,80%,80%
Snowpoint Temple,N/A,graveler,True,True,False,Cave,54,10%,10%,10%
Snowpoint Temple,N/A,onix,True,True,False,Cave,52-53,5%,5%,5%
Snowpoint Temple,N/A,jynx,False,False,True,Cave,47-49,10%,10%,10%
Snowpoint Temple,N/A,steelix,True,True,False,Cave,53-54,15%,15%,15%
Snowpoint Temple,N/A,sneasel,True,True,False,Cave,52-54,35%,35%,35%
Snowpoint Temple,N/A,sneasel,False,False,True,Cave,49,10%,10%,10%
Snowpoint Temple,N/A,golbat,True,True,False,Cave,52-54,35%,35%,35%
Snowpoint Temple,N/A,golbat,False,False,True,Cave,47-50,80%,80%,80%
Snowpoint Temple,N/A,graveler,True,True,False,Cave,54,10%,10%,10%
Snowpoint Temple,N/A,onix,True,True,False,Cave,52-53,5%,5%,5%
Snowpoint Temple,N/A,jynx,False,False,True,Cave,48-50,10%,10%,10%
Snowpoint Temple,N/A,steelix,True,True,False,Cave,53-54,15%,15%,15%
Snowpoint Temple,N/A,sneasel,True,True,False,Cave,52-54,35%,35%,35%
Snowpoint Temple,N/A,sneasel,False,False,True,Cave,50,10%,10%,10%
Snowpoint Temple,N/A,golbat,True,True,False,Cave,54-56,35%,35%,35%
Snowpoint Temple,N/A,golbat,False,False,True,Cave,47-50,80%,80%,80%
Snowpoint Temple,N/A,graveler,True,True,False,Cave,56,10%,10%,10%
Snowpoint Temple,N/A,jynx,False,False,True,Cave,"49, 51",10%,10%,10%
Snowpoint Temple,N/A,steelix,True,True,False,Cave,54-56,20%,20%,20%
Snowpoint Temple,N/A,sneasel,True,True,False,Cave,54-56,35%,35%,35%
Snowpoint Temple,N/A,sneasel,False,False,True,Cave,51,10%,10%,10%
Snowpoint Temple,N/A,regigigas,True,True,False,Only one,70,One,One,One
Snowpoint Temple,N/A,regigigas,False,False,True,Only one,1,One,One,One
Wayward Cave,1F,zubat,True,True,False,Cave,14-16,45%,45%,45%
Wayward Cave,1F,zubat,False,False,True,Cave,17-19,15%,15%,15%
Wayward Cave,1F,geodude,True,True,False,Cave,14-16,15%,15%,15%
Wayward Cave,1F,geodude,False,False,True,Cave,17-20,40%,40%,40%
Wayward Cave,1F,onix,False,False,True,Cave,18-20,15%,15%,15%
Wayward Cave,1F,bronzor,True,True,False,Cave,14-16,40%,40%,40%
Wayward Cave,1F,bronzor,False,False,True,Cave,18-20,30%,30%,30%
Wayward Cave,1F,sandshrew,True,True,False,Dual-slot LeafGreen,16-17,8%,8%,8%
Wayward Cave,1F,sandshrew,False,False,True,Dual-slot LeafGreen,18-20,8%,8%,8%
Wayward Cave,B1F,zubat,True,True,False,Cave,15-17,35%,35%,35%
Wayward Cave,B1F,zubat,False,False,True,Cave,17-19,10%,10%,10%
Wayward Cave,B1F,geodude,True,True,False,Cave,16,10%,10%,10%
Wayward Cave,B1F,geodude,False,False,True,Cave,18-20,25%,25%,25%
Wayward Cave,B1F,onix,False,False,True,Cave,18-20,15%,15%,15%
Wayward Cave,B1F,bronzor,True,True,False,Cave,15-17,40%,40%,40%
Wayward Cave,B1F,bronzor,False,False,True,Cave,18-20,30%,30%,30%
Wayward Cave,B1F,gible,True,True,False,Cave,15-17,15%,15%,15%
Wayward Cave,B1F,gible,False,False,True,Cave,17-20,20%,20%,20%
Wayward Cave,B1F,sandshrew,True,True,False,Dual-slot LeafGreen,16-17,8%,8%,8%
Wayward Cave,B1F,sandshrew,False,False,True,Dual-slot LeafGreen,18-20,8%,8%,8%
Ruin Maniac Cave,N/A,geodude,True,True,False,Cave,22,95%,95%,95%
Ruin Maniac Cave,N/A,hippopotas,True,True,False,Cave,22-23,5%,5%,5%
Ruin Maniac Cave,N/A,geodude,False,False,True,Cave,21-23,95%,95%,95%
Ruin Maniac Cave,N/A,hippopotas,False,False,True,Cave,"22, 24",5%,5%,5%
Ruin Maniac Cave,N/A,geodude,True,True,False,Cave,23,90%,90%,90%
Ruin Maniac Cave,N/A,hippopotas,True,True,False,Cave,22-24,10%,10%,10%
Ruin Maniac Cave,N/A,geodude,False,False,True,Cave,22-24,90%,90%,90%
Ruin Maniac Cave,N/A,hippopotas,False,False,True,Cave,23-25,10%,10%,10%
Ruin Maniac Cave,N/A,geodude,True,True,False,Cave,24,80%,80%,80%
Ruin Maniac Cave,N/A,hippopotas,True,True,False,Cave,22-25,20%,20%,20%
Ruin Maniac Cave,N/A,geodude,False,False,True,Cave,23-25,80%,80%,80%
Ruin Maniac Cave,N/A,hippopotas,False,False,True,Cave,24-26,20%,20%,20%
Trophy Garden,N/A,pikachu,True,True,False,Grass,18,10%,10%,10%
Trophy Garden,N/A,pikachu,False,False,True,Grass,"22, 24",10%,10%,10%
Trophy Garden,N/A,pichu,True,True,False,Grass,16,30%,10%,10%
Trophy Garden,N/A,pichu,False,False,True,Grass,21-22,30%,30%,30%
Trophy Garden,N/A,roselia,True,True,False,Grass,16-17,30%,30%,30%
Trophy Garden,N/A,roselia,False,False,True,Grass,22-23,30%,30%,30%
Trophy Garden,N/A,staravia,True,True,False,Grass,16-17,20%,40%,20%
Trophy Garden,N/A,staravia,False,False,True,Grass,22-24,20%,30%,10%
Trophy Garden,N/A,kricketune,True,True,False,Grass,16-17,10%,10%,30%
Trophy Garden,N/A,kricketune,False,False,True,Grass,22-23,10%,0%,20%
Trophy Garden,N/A,clefairy,True,True,True,Backlot,"16, 18",5%,5%,5%
Trophy Garden,N/A,jigglypuff,True,True,False,Backlot,"16, 18",5%,5%,5%
Trophy Garden,N/A,jigglypuff,False,False,True,Backlot,22,5%,5%,5%
Trophy Garden,N/A,meowth,True,True,False,Backlot,"16, 18",5%,5%,5%
Trophy Garden,N/A,meowth,False,False,True,Backlot,22,5%,5%,5%
Trophy Garden,N/A,chansey,True,True,False,Backlot,"16, 18",5%,5%,5%
Trophy Garden,N/A,chansey,False,False,True,Backlot,22,5%,5%,5%
Trophy Garden,N/A,ditto,False,False,True,Backlot,22,5%,5%,5%
Trophy Garden,N/A,eevee,True,True,False,Backlot,"16, 18",5%,5%,5%
Trophy Garden,N/A,eevee,False,False,True,Backlot,22,5%,5%,5%
Trophy Garden,N/A,porygon,True,True,False,Backlot,"16, 18",5%,5%,5%
Trophy Garden,N/A,cleffa,True,True,True,Backlot,"16, 18",5%,5%,5%
Trophy Garden,N/A,igglybuff,True,True,False,Backlot,"16, 18",5%,5%,5%
Trophy Garden,N/A,igglybuff,False,False,True,Backlot,22,5%,5%,5%
Trophy Garden,N/A,marill,True,True,True,Backlot,"16, 18",5%,5%,5%
Trophy Garden,N/A,azurill,True,True,True,Backlot,"16, 18",5%,5%,5%
Trophy Garden,N/A,plusle,True,True,True,Backlot,"16, 18",5%,5%,5%
Trophy Garden,N/A,minun,True,True,True,Backlot,"16, 18",5%,5%,5%
Trophy Garden,N/A,castform,True,True,True,Backlot,"16, 18",5%,5%,5%
Trophy Garden,N/A,bonsly,True,True,True,Backlot,"16, 18, 22",5%,5%,5%
Trophy Garden,N/A,mime_jr,True,True,True,Backlot,"16, 18, 22",5%,5%,5%
Trophy Garden,N/A,happiny,True,True,True,Backlot,"16, 18, 22",5%,5%,5%
Iron Island,Exterior,tentacool,True,True,False,Surfing,20-30,60%,60%,60%
Iron Island,Exterior,tentacool,False,False,True,Surfing,20-30,30%,30%,30%
Iron Island,Exterior,tentacruel,True,True,False,Surfing,20-40,5%,5%,5%
Iron Island,Exterior,tentacruel,False,False,True,Surfing,20-40,1%,1%,1%
Iron Island,Exterior,wingull,True,True,False,Surfing,20-30,30%,30%,30%
Iron Island,Exterior,wingull,False,False,True,Surfing,20-30,60%,60%,60%
Iron Island,Exterior,pelipper,True,True,False,Surfing,20-40,5%,5%,5%
Iron Island,Exterior,pelipper,False,False,True,Surfing,20-40,9%,9%,9%
Iron Island,Exterior,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Iron Island,Exterior,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Iron Island,Exterior,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Iron Island,Exterior,finneon,True,True,True,Fishing Good Rod,10-25,45%,45%,45%
Iron Island,Exterior,gyarados,True,True,False,Fishing Super Rod,30-40,40%,40%,40%
Iron Island,Exterior,gyarados,False,False,True,Fishing Super Rod,30-55,40%,40%,40%
Iron Island,Exterior,qwilfish,True,True,False,Fishing Super Rod,20-40,15%,15%,15%
Iron Island,Exterior,qwilfish,False,False,True,Fishing Super Rod,20-50,15%,15%,15%
Iron Island,Exterior,lumineon,True,True,False,Fishing Super Rod,20-50,45%,45%,45%
Iron Island,Exterior,lumineon,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Iron Island,Interior,zubat,True,True,True,Cave,30,10%,10%,10%
Iron Island,Interior,golbat,True,True,False,Cave,31,10%,10%,10%
Iron Island,Interior,golbat,False,False,True,Cave,32,10%,10%,10%
Iron Island,Interior,geodude,True,True,False,Cave,29-31,35%,35%,35%
Iron Island,Interior,geodude,False,False,True,Cave,30-32,35%,35%,35%
Iron Island,Interior,graveler,True,True,True,Cave,31-33,35%,35%,35%
Iron Island,Interior,onix,True,True,False,Cave,32-33,10%,10%,10%
Iron Island,Interior,onix,False,False,True,Cave,31-33,10%,10%,10%
Iron Island,Interior,golbat,True,True,False,Cave,30-31,20%,20%,20%
Iron Island,Interior,golbat,False,False,True,Cave,30-32,20%,20%,20%
Iron Island,Interior,geodude,True,True,False,Cave,31,1%,1%,1%
Iron Island,Interior,graveler,True,True,False,Cave,29-33,69%,69%,69%
Iron Island,Interior,graveler,False,False,True,Cave,30-33,70%,70%,70%
Iron Island,Interior,onix,True,True,False,Cave,32-33,10%,10%,10%
Iron Island,Interior,onix,False,False,True,Cave,31-33,10%,10%,10%
Iron Island,Interior,sableye,True,True,False,Dual-slot Sapphire,31-33,8%,8%,8%
Iron Island,Interior,sableye,False,False,True,Dual-slot Sapphire,30-31,8%,8%,8%
Iron Island,Interior,mawile,True,True,False,Dual-slot Ruby,31-33,8%,8%,8%
Iron Island,Interior,mawile,False,False,True,Dual-slot Ruby,30-31,8%,8%,8%
Iron Island,Interior,golbat,True,True,False,Cave,30-31,20%,20%,20%
Iron Island,Interior,golbat,False,False,True,Cave,31-33,20%,20%,20%
Iron Island,Interior,geodude,True,True,False,Cave,31,1%,1%,1%
Iron Island,Interior,graveler,True,True,False,Cave,29-33,49%,49%,49%
Iron Island,Interior,graveler,False,False,True,Cave,31-34,50%,50%,50%
Iron Island,Interior,onix,True,True,False,Cave,31-33,30%,30%,30%
Iron Island,Interior,onix,False,False,True,Cave,32,20%,20%,20%
Iron Island,Interior,steelix,False,False,True,Cave,33-35,10%,10%,10%
Iron Island,Interior,sableye,True,True,False,Dual-slot Sapphire,31-33,8%,8%,8%
Iron Island,Interior,sableye,False,False,True,Dual-slot Sapphire,31-32,8%,8%,8%
Iron Island,Interior,mawile,True,True,False,Dual-slot Ruby,31-33,8%,8%,8%
Iron Island,Interior,mawile,False,False,True,Dual-slot Ruby,31-32,8%,8%,8%
Iron Island,Interior,golbat,True,True,False,Cave,31-32,20%,20%,20%
Iron Island,Interior,golbat,False,False,True,Cave,31-33,20%,20%,20%
Iron Island,Interior,geodude,True,True,False,Cave,32,1%,1%,1%
Iron Island,Interior,graveler,True,True,False,Cave,30-34,39%,39%,39%
Iron Island,Interior,graveler,False,False,True,Cave,31-34,50%,50%,50%
Iron Island,Interior,onix,True,True,False,Cave,32-33,30%,30%,30%
Iron Island,Interior,onix,False,False,True,Cave,32,20%,20%,20%
Iron Island,Interior,steelix,True,True,False,Cave,33-34,10%,10%,10%
Iron Island,Interior,steelix,False,False,True,Cave,33-35,10%,10%,10%
Iron Island,Interior,riolu,True,True,True,Egg,1,One,One,One
Iron Island,Interior,sableye,True,True,False,Dual-slot Sapphire,32-34,8%,8%,8%
Iron Island,Interior,sableye,False,False,True,Dual-slot Sapphire,31-32,8%,8%,8%
Iron Island,Interior,mawile,True,True,False,Dual-slot Ruby,32-34,8%,8%,8%
Iron Island,Interior,mawile,False,False,True,Dual-slot Ruby,31-32,8%,8%,8%
Iron Island,Interior,golbat,True,True,False,Cave,31-32,20%,20%,20%
Iron Island,Interior,golbat,False,False,True,Cave,31-33,20%,20%,20%
Iron Island,Interior,geodude,True,True,False,Cave,32,1%,1%,1%
Iron Island,Interior,graveler,True,True,False,Cave,30-34,39%,39%,39%
Iron Island,Interior,graveler,False,False,True,Cave,31-34,50%,50%,50%
Iron Island,Interior,onix,True,True,False,Cave,33-35,30%,30%,30%
Iron Island,Interior,steelix,True,True,False,Cave,33-34,10%,10%,10%
Iron Island,Interior,steelix,False,False,True,Cave,33-35,30%,30%,30%
Iron Island,Interior,sableye,True,True,False,Dual-slot Sapphire,32-34,8%,8%,8%
Iron Island,Interior,sableye,False,False,True,Dual-slot Sapphire,31-32,8%,8%,8%
Iron Island,Interior,mawile,True,True,False,Dual-slot Ruby,32-34,8%,8%,8%
Iron Island,Interior,mawile,False,False,True,Dual-slot Ruby,31-32,8%,8%,8%
Old Chateau,N/A,gastly,True,True,False,Walking,12-16,100%,100%,100%
Old Chateau,N/A,gastly,False,False,True,Walking,14-17,100%,100%,100%
Old Chateau,N/A,haunter,True,True,False,Dual-slot Any Gen III,16,8%,8%,8%
Old Chateau,N/A,haunter,True,True,False,Dual-slot Any Gen III,16,4%,4%,4%
Old Chateau,N/A,gengar,True,True,False,Dual-slot Any Gen III,16,4%,4%,4%
Old Chateau,N/A,gengar,False,False,True,Dual-slot Any Gen III,17,8%,8%,8%
Old Chateau,N/A,rotom,True,True,False,Only one,15,-,-,One
Old Chateau,N/A,rotom,False,False,True,Only one,20,-,-,One
Valor Lakefront,N/A,geodude,True,True,False,Grass,20,20%,20%,20%
Valor Lakefront,N/A,graveler,True,True,False,Grass,21-22,15%,15%,5%
Valor Lakefront,N/A,girafarig,True,True,False,Grass,21-22,30%,30%,30%
Valor Lakefront,N/A,girafarig,False,False,True,Grass,26-28,25%,25%,25%
Valor Lakefront,N/A,houndour,False,False,True,Grass,27-28,10%,10%,20%
Valor Lakefront,N/A,staravia,True,True,False,Grass,21-22,15%,15%,5%
Valor Lakefront,N/A,staravia,False,False,True,Grass,26-28,25%,35%,15%
Valor Lakefront,N/A,bibarel,True,True,False,Grass,21-22,15%,15%,15%
Valor Lakefront,N/A,bibarel,False,False,True,Grass,25-27,30%,30%,30%
Valor Lakefront,N/A,kricketune,True,True,False,Grass,21-22,5%,5%,25%
Valor Lakefront,N/A,kricketune,False,False,True,Grass,27,10%,0%,10%
Valor Lakefront,N/A,nidorina,True,False,False,Poké Radar,21-22,20%,20%,20%
Valor Lakefront,N/A,nidorina,False,True,False,Poké Radar,22,2%,2%,2%
Valor Lakefront,N/A,nidorina,False,False,True,Poké Radar,27,6%,6%,6%
Valor Lakefront,N/A,nidorino,True,False,False,Poké Radar,22,2%,2%,2%
Valor Lakefront,N/A,nidorino,False,True,False,Poké Radar,21-22,20%,20%,20%
Valor Lakefront,N/A,nidorino,False,False,True,Poké Radar,27,6%,6%,6%
Acuity Lakefront,N/A,zubat,True,True,False,Grass,35,0%,0%,10%
Acuity Lakefront,N/A,machoke,True,True,False,Grass,35-36,20%,20%,10%
Acuity Lakefront,N/A,noctowl,True,True,False,Grass,35,0%,0%,10%
Acuity Lakefront,N/A,sneasel,True,True,False,Grass,33-35,25%,25%,25%
Acuity Lakefront,N/A,sneasel,False,False,True,Grass,33-35,25%,25%,15%
Acuity Lakefront,N/A,swinub,False,False,True,Grass,32-35,35%,35%,35%
Acuity Lakefront,N/A,meditite,True,True,False,Grass,35,10%,10%,0%
Acuity Lakefront,N/A,medicham,True,True,False,Grass,35-36,20%,20%,20%
Acuity Lakefront,N/A,snorunt,False,False,True,Grass,32-33,0%,0%,20%
Acuity Lakefront,N/A,snover,True,True,False,Grass,34-35,25%,25%,25%
Acuity Lakefront,N/A,snover,False,False,True,Grass,32-35,40%,40%,30%
Acuity Lakefront,N/A,teddiursa,True,True,False,Dual-slot Emerald,36,8%,8%,8%
Acuity Lakefront,N/A,ursaring,False,False,True,Dual-slot Emerald,36,8%,8%,8%
Acuity Lakefront,N/A,snorunt,True,True,False,Poké Radar,35-36,12%,12%,12%
Lake Verity,N/A,starly,True,True,False,Only one,2,One,One,One
Lake Verity,N/A,starly,True,True,True,Grass,2-4,50%,50%,40%
Lake Verity,N/A,bidoof,True,True,True,Grass,2-4,50%,50%,60%
Lake Verity,N/A,starly,True,True,False,Grass,2-4,50%,50%,40%
Lake Verity,N/A,starly,False,False,True,Grass,2-4,50%,50%,50%
Lake Verity,N/A,bidoof,True,True,False,Grass,2-4,50%,50%,60%
Lake Verity,N/A,bidoof,False,False,True,Grass,2-4,50%,50%,50%
Lake Verity,N/A,psyduck,True,True,False,Surfing,20-40,90%,90%,90%
Lake Verity,N/A,psyduck,False,False,True,Surfing,20-30,90%,90%,90%
Lake Verity,N/A,golduck,True,True,True,Surfing,20-40,10%,10%,10%
Lake Verity,N/A,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Lake Verity,N/A,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Lake Verity,N/A,goldeen,True,True,False,Fishing Good Rod,10-25,45%,45%,45%
Lake Verity,N/A,goldeen,False,False,True,Fishing Good Rod,15-20,40%,40%,40%
Lake Verity,N/A,seaking,False,False,True,Fishing Good Rod,25-35,5%,5%,5%
Lake Verity,N/A,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Lake Verity,N/A,seaking,True,True,False,Fishing Super Rod,20-50,45%,45%,45%
Lake Verity,N/A,seaking,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Lake Verity,N/A,gyarados,True,True,True,Fishing Super Rod,30-55,55%,55%,55%
Lake Verity,N/A,surskit,True,True,False,Swarm,2,40%,40%,40%
Lake Verity,N/A,turtwig,True,True,False,Starter Pokémon,5,One,One,One
Lake Verity,N/A,chimchar,True,True,False,Starter Pokémon,5,One,One,One
Lake Verity,N/A,piplup,True,True,False,Starter Pokémon,5,One,One,One
Lake Verity,N/A,wobbuffet,True,True,True,Poké Radar,3-4,22%,22%,22%
Lake Verity,N/A,lunatone,True,True,True,Dual-slot Sapphire,4,8%,8%,8%
Lake Verity,N/A,solrock,True,True,True,Dual-slot Ruby,4,8%,8%,8%
Lake Verity,N/A,staravia,True,True,False,Dual-slot FRLG E,4,4%,4%,4%
