Location,Sub-location,Pokemon,G,S,C,Method,Levels,Morning Rate,Day Rate,Night Rate
Victory Road,N/A,golbat,False,False,True,Cave,34,10%,10%,30%
Victory Road,N/A,graveler,True,True,False,Cave,32,30%,30%,30%
Victory Road,N/A,graveler,False,False,True,Cave,34,30%,30%,0%
Victory Road,N/A,graveler,False,False,True,Cave,34-40,0%,0%,50%
Victory Road,N/A,ursaring,True,False,False,Cave,33,20%,20%,20%
Victory Road,N/A,donphan,False,True,False,Cave,33,20%,20%,20%
Victory Road,N/A,onix,True,True,False,Cave,34-36,15%,15%,15%
Victory Road,N/A,onix,False,False,True,Cave,33,20%,20%,0%
Victory Road,N/A,onix,False,False,True,Cave,32,0%,0%,20%
Victory Road,N/A,rhyhorn,True,True,False,Cave,35,5%,5%,5%
Victory Road,N/A,rhyhorn,False,False,True,Cave,32,30%,30%,0%
Victory Road,N/A,sandslash,False,False,True,Cave,35,5%,5%,0%
Victory Road,N/A,rhydon,False,False,True,Cave,35,5%,5%,0%
Route 26,N/A,raticate,True,True,False,Grass,30,4%,5%,0%
Route 26,N/A,raticate,True,False,True,Grass,28-30,0%,0%,40%
Route 26,N/A,raticate,False,True,False,Grass,28-30,0%,0%,70%
Route 26,N/A,raticate,False,False,True,Grass,30,10%,10%,0%
Route 26,N/A,arbok,False,True,False,Grass,30,5%,5%,5%
Route 26,N/A,arbok,False,False,True,Grass,30,5%,5%,0%
Route 26,N/A,sandslash,True,False,False,Grass,28,30%,30%,30%
Route 26,N/A,sandslash,False,False,True,Grass,28,30%,30%,0%
Route 26,N/A,ponyta,True,True,False,Grass,32,20%,20%,20%
Route 26,N/A,ponyta,False,False,True,Grass,32,20%,20%,0%
Route 26,N/A,doduo,True,True,False,Grass,28-30,40%,40%,0%
Route 26,N/A,doduo,False,False,True,Grass,28-30,35%,35%,0%
Route 26,N/A,dodrio,True,False,False,Grass,30,5%,5%,0%
Route 26,N/A,noctowl,False,False,True,Grass,28-32,0%,0%,50%
Route 26,N/A,quagsire,True,False,False,Grass,30,1%,0%,0%
Route 26,N/A,quagsire,True,False,False,Grass,30-32,0%,0%,10%
Route 26,N/A,quagsire,False,True,False,Grass,30,1%,0%,5%
Route 26,N/A,quagsire,False,False,True,Grass,30,0%,0%,10%
Route 26,N/A,tentacool,True,True,True,Surfing,25-34,90%,90%,90%
Route 26,N/A,tentacruel,False,False,True,Surfing,30-34,10%,10%,10%
Route 26,N/A,tentacruel,True,True,False,Surfing,30-40,10%,10%,10%
Route 26,N/A,tentacool,True,True,True,Fishing Old Rod,10,15%,15%,15%
Route 26,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Route 26,N/A,tentacool,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 26,N/A,shellder,True,True,True,Fishing Good Rod,20,10%,10%,10%
Route 26,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 26,N/A,chinchou,True,True,True,Fishing Good Rod,20,20%,20%,20%
Route 26,N/A,tentacruel,True,True,True,Fishing Super Rod,40,20%,20%,20%
Route 26,N/A,shellder,True,True,True,Fishing Super Rod,40,30%,30%,30%
Route 26,N/A,chinchou,True,True,True,Fishing Super Rod,40,40%,40%,40%
Route 26,N/A,lanturn,True,True,True,Fishing Super Rod,40,10%,10%,10%
Route 26,N/A,caterpie,True,False,False,Headbutt,10,65%,65%,65%
Route 26,N/A,metapod,True,False,False,Headbutt,10,15%,15%,15%
Route 26,N/A,butterfree,True,False,False,Headbutt,10,5%,5%,5%
Route 26,N/A,weedle,False,True,False,Headbutt,10,65%,65%,65%
Route 26,N/A,kakuna,False,True,False,Headbutt,10,15%,15%,15%
Route 26,N/A,beedrill,False,True,False,Headbutt,10,5%,5%,5%
Route 26,N/A,ekans,False,False,True,Headbutt,10,15%,15%,15%
Route 26,N/A,exeggcute,True,True,False,Headbutt,10,15%,15%,15%
Route 26,N/A,exeggcute,False,False,True,Headbutt,10,20%,20%,20%
Route 26,N/A,hoothoot,False,False,True,Headbutt,10,65%,65%,65%
Route 26,N/A,caterpie,True,False,False,Headbutt,10,50%,50%,50%
Route 26,N/A,butterfree,True,False,False,Headbutt,10,5%,5%,5%
Route 26,N/A,weedle,False,True,False,Headbutt,10,50%,50%,50%
Route 26,N/A,beedrill,False,True,False,Headbutt,10,5%,5%,5%
Route 26,N/A,exeggcute,True,True,False,Headbutt,10,15%,15%,15%
Route 26,N/A,exeggcute,False,False,True,Headbutt,10,20%,20%,20%
Route 26,N/A,hoothoot,False,False,True,Headbutt,10,50%,50%,50%
Route 26,N/A,pineco,True,True,True,Headbutt,10,30%,30%,30%
Route 27,N/A,raticate,True,False,False,Grass,28,30%,0%,0%
Route 27,N/A,raticate,True,False,False,Grass,28-30,0%,40%,40%
Route 27,N/A,raticate,False,True,False,Grass,30,0%,10%,10%
Route 27,N/A,raticate,False,False,True,Grass,30,20%,20%,20%
Route 27,N/A,arbok,False,True,False,Grass,28,30%,30%,30%
Route 27,N/A,arbok,False,False,True,Grass,28,30%,30%,0%
Route 27,N/A,sandslash,True,False,False,Grass,30,5%,5%,5%
Route 27,N/A,ponyta,True,True,False,Grass,32,5%,5%,5%
Route 27,N/A,ponyta,False,False,True,Grass,32,5%,5%,0%
Route 27,N/A,doduo,True,True,False,Grass,28-30,50%,50%,0%
Route 27,N/A,doduo,False,False,True,Grass,28-30,40%,40%,0%
Route 27,N/A,dodrio,False,True,True,Grass,30,5%,5%,0%
Route 27,N/A,noctowl,False,False,True,Grass,28-32,0%,0%,40%
Route 27,N/A,quagsire,True,True,False,Grass,28,10%,0%,0%
Route 27,N/A,quagsire,True,False,False,Grass,28-30,0%,0%,50%
Route 27,N/A,quagsire,False,True,False,Grass,28-32,0%,0%,55%
Route 27,N/A,quagsire,False,False,True,Grass,28-30,0%,0%,40%
Route 27,N/A,tentacool,True,True,True,Surfing,15-24,90%,90%,90%
Route 27,N/A,tentacruel,True,True,True,Surfing,20-24,10%,10%,10%
Route 27,N/A,tentacool,True,True,True,Fishing Old Rod,10,15%,15%,15%
Route 27,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Route 27,N/A,tentacool,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 27,N/A,shellder,True,True,True,Fishing Good Rod,20,10%,10%,10%
Route 27,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 27,N/A,chinchou,True,True,True,Fishing Good Rod,20,20%,20%,20%
Route 27,N/A,tentacruel,True,True,True,Fishing Super Rod,40,20%,20%,20%
Route 27,N/A,shellder,True,True,True,Fishing Super Rod,40,30%,30%,30%
Route 27,N/A,chinchou,True,True,True,Fishing Super Rod,40,40%,40%,40%
Route 27,N/A,lanturn,True,True,True,Fishing Super Rod,40,10%,10%,10%
Route 27,N/A,caterpie,True,False,False,Headbutt,10,65%,65%,65%
Route 27,N/A,metapod,True,False,False,Headbutt,10,15%,15%,15%
Route 27,N/A,butterfree,True,False,False,Headbutt,10,5%,5%,5%
Route 27,N/A,weedle,False,True,False,Headbutt,10,65%,65%,65%
Route 27,N/A,kakuna,False,True,False,Headbutt,10,15%,15%,15%
Route 27,N/A,beedrill,False,True,False,Headbutt,10,5%,5%,5%
Route 27,N/A,ekans,False,False,True,Headbutt,10,15%,15%,15%
Route 27,N/A,exeggcute,True,True,False,Headbutt,10,15%,15%,15%
Route 27,N/A,exeggcute,False,False,True,Headbutt,10,20%,20%,20%
Route 27,N/A,hoothoot,False,False,True,Headbutt,10,65%,65%,65%
Route 27,N/A,caterpie,True,False,False,Headbutt,10,50%,50%,50%
Route 27,N/A,butterfree,True,False,False,Headbutt,10,5%,5%,5%
Route 27,N/A,weedle,False,True,False,Headbutt,10,50%,50%,50%
Route 27,N/A,beedrill,False,True,False,Headbutt,10,5%,5%,5%
Route 27,N/A,exeggcute,True,True,False,Headbutt,10,15%,15%,15%
Route 27,N/A,exeggcute,False,False,True,Headbutt,10,20%,20%,20%
Route 27,N/A,hoothoot,False,False,True,Headbutt,10,50%,50%,50%
Route 27,N/A,pineco,True,True,True,Headbutt,10,30%,30%,30%
Tohjo Falls,N/A,raticate,True,True,True,Cave,22,30%,30%,30%
Tohjo Falls,N/A,zubat,True,True,True,Cave,22,30%,30%,30%
Tohjo Falls,N/A,golbat,True,True,True,Cave,24,20%,20%,20%
Tohjo Falls,N/A,slowpoke,True,True,True,Cave,21-23,15%,15%,15%
Tohjo Falls,N/A,rattata,True,True,True,Cave,20,5%,5%,5%
Tohjo Falls,N/A,goldeen,True,True,True,Surfing,20-24,60%,60%,60%
Tohjo Falls,N/A,slowpoke,True,True,True,Surfing,20-24,30%,30%,30%
Tohjo Falls,N/A,seaking,True,True,True,Surfing,20-24,10%,10%,10%
Tohjo Falls,N/A,goldeen,True,True,True,Fishing Old Rod,10,15%,15%,15%
Tohjo Falls,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Tohjo Falls,N/A,goldeen,True,True,True,Fishing Good Rod,20,65%,65%,65%
Tohjo Falls,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Tohjo Falls,N/A,goldeen,True,True,True,Fishing Super Rod,40,70%,70%,70%
Tohjo Falls,N/A,seaking,True,True,True,Fishing Super Rod,40,10%,10%,10%
Tohjo Falls,N/A,magikarp,True,True,True,Fishing Super Rod,40,20%,20%,20%
Route 28,N/A,ponyta,True,True,False,Grass,40,30%,30%,30%
Route 28,N/A,ponyta,False,False,True,Grass,40,30%,30%,0%
Route 28,N/A,tangela,True,True,True,Grass,39,30%,30%,30%
Route 28,N/A,ursaring,True,False,False,Grass,40,20%,20%,20%
Route 28,N/A,donphan,False,True,False,Grass,40,20%,20%,20%
Route 28,N/A,rapidash,True,True,False,Grass,42,10%,10%,10%
Route 28,N/A,rapidash,False,False,True,Grass,40,20%,20%,0%
Route 28,N/A,arbok,False,False,True,Grass,42,10%,10%,0%
Route 28,N/A,doduo,True,True,True,Grass,41,5%,5%,0%
Route 28,N/A,dodrio,True,True,True,Grass,43,5%,5%,0%
Route 28,N/A,sneasel,True,True,False,Grass,40,0%,0%,10%
Route 28,N/A,poliwhirl,False,False,True,Grass,40,0%,0%,40%
Route 28,N/A,golbat,False,False,True,Grass,40-42,0%,0%,30%
Route 28,N/A,poliwag,True,True,True,Surfing,35-44,90%,90%,90%
Route 28,N/A,poliwhirl,True,True,True,Surfing,40-44,10%,10%,10%
Route 28,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Route 28,N/A,poliwag,True,True,True,Fishing Old Rod,10,15%,15%,15%
Route 28,N/A,poliwag,True,True,True,Fishing Good Rod,20,65%,65%,65%
Route 28,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 28,N/A,poliwag,True,True,True,Fishing Super Rod,40,80%,80%,80%
Route 28,N/A,magikarp,True,True,True,Fishing Super Rod,40,20%,20%,20%
